Parameters,Num. Replicas,Temp.,math_verify_score,run_id,greedy_score,relative_score,baseline_score,advantage
153M,316,0.0,1.0,xqe689gl,1.0,1.0,0.0117976404719056,0.9882023595280944
153M,316,0.1,1.0,if411o20,1.0,1.0,0.0127974405118976,0.9872025594881024
153M,316,0.1778,1.0,rg6x6g6t,1.0,1.0,0.0123975204959008,0.9876024795040992
153M,316,0.3162,1.0,obimwje4,1.0,1.0,0.012997400519896,0.987002599480104
153M,316,0.5623,0.9852029594081184,tbo9i212,1.0,0.9852029594081184,0.0097980403919216,0.9754049190161969
153M,316,1.0,0.2513497300539892,nkqjmbs5,1.0,0.2513497300539892,0.0093981203759248,0.2419516096780644
153M,1000,0.0,1.0,kfeppd27,1.0,1.0,0.0117976404719056,0.9882023595280944
153M,1000,0.1,1.0,bz06nqby,1.0,1.0,0.0127974405118976,0.9872025594881024
153M,1000,0.1778,1.0,17v3yln2,1.0,1.0,0.0123975204959008,0.9876024795040992
153M,1000,0.3162,1.0,rphugyns,1.0,1.0,0.012997400519896,0.987002599480104
153M,1000,0.5623,0.9984003199360127,8066suhc,1.0,0.9984003199360127,0.0097980403919216,0.9886022795440912
153M,1000,1.0,0.2785442911417716,w1qu60ql,1.0,0.2785442911417716,0.0093981203759248,0.2691461707658468
153M,100,0.0,0.8088382323535293,k9wg5tyo,0.8088382323535293,1.0,0.0117976404719056,0.7970405918816237
153M,100,0.1,0.8084383123375325,ex1f7py9,0.8088382323535293,0.9995055624227441,0.0127974405118976,0.7956408718256349
153M,100,0.1778,0.8000399920015997,wigyqe4w,0.8088382323535293,0.9891223733003709,0.0123975204959008,0.7876424715056989
153M,100,0.3162,0.7636472705458909,wcsdse2y,0.8088382323535293,0.9441285537700866,0.012997400519896,0.7506498700259949
153M,100,0.5623,0.5734853029394121,oq1rnzof,0.8088382323535293,0.7090234857849197,0.0097980403919216,0.5636872625474906
153M,100,1.0,0.052989402119576,f5w9ytz2,0.8088382323535293,0.06551297898640286,0.0093981203759248,0.0435912817436512
153M,0,1.2915,0.0115976804639072,en90bqd9,0.0117976404719056,,0.0115976804639072,0.0
153M,10,0.75,0.0147970405918816,6rdkus8a,0.0177964407118576,,0.0075984803039392,0.0071985602879424005
153M,10,0.938,0.0095980803839232,883675c7,0.0177964407118576,,0.00999800039992,-0.00039992001599679916
153M,10,1.2915,0.0093981203759248,ncoyxbw9,0.0177964407118576,,0.0115976804639072,-0.0021995600879824006
153M,32,0.938,0.0171965606878624,nsz2tnt8,0.0249950009998,,0.00999800039992,0.007198560287942399
153M,32,1.2915,0.0143971205758848,oemc71e3,0.0249950009998,,0.0115976804639072,0.0027994401119775993
153M,32,1.5,0.01999600079984,soqi8mg3,0.0249950009998,,0.0105978804239152,0.0093981203759248
153M,100,0.75,0.3289342131573685,ls7qqhyk,0.8088382323535293,0.40667490729295425,0.0075984803039392,0.32133573285342926
153M,100,0.938,0.0949810037992401,j8mohi01,0.8088382323535293,0.11742892459826941,0.00999800039992,0.0849830033993201
153M,100,1.2915,0.0133973205358928,afk3dzsu,0.8088382323535293,0.016563658838071666,0.0115976804639072,0.0017996400719855997
153M,100,1.5,0.0249950009998,gjbouxb3,0.8088382323535293,0.030902348578491917,0.0105978804239152,0.0143971205758848
153M,316,0.75,0.8612277544491101,ftfwzvxr,1.0,0.8612277544491101,0.0075984803039392,0.853629274145171
153M,316,0.938,0.4351129774045191,0lq644rb,1.0,0.4351129774045191,0.00999800039992,0.4251149770045991
153M,316,1.2915,0.020995800839832,5ntvbaqr,1.0,0.020995800839832,0.0115976804639072,0.009398120375924801
153M,316,1.5,0.011997600479904,99m3pp93,1.0,0.011997600479904,0.0105978804239152,0.0013997200559888005
153M,1000,0.75,0.9286142771445712,fnxlj914,1.0,0.9286142771445712,0.0075984803039392,0.9210157968406321
153M,1000,0.938,0.5450909818036392,twabzp89,1.0,0.5450909818036392,0.00999800039992,0.5350929814037192
153M,1000,1.2915,0.0153969206158768,7hlm3q4n,1.0,0.0153969206158768,0.0115976804639072,0.0037992401519696007
153M,1000,1.5,0.0105978804239152,go9sziun,1.0,0.0105978804239152,0.0105978804239152,0.0
153M,0,0.75,0.0075984803039392,hnx3cjmi,0.0117976404719056,,0.0075984803039392,0.0
153M,0,0.938,0.00999800039992,6eu6h6lb,0.0117976404719056,,0.00999800039992,0.0
153M,0,1.5,0.0105978804239152,jqfa9jee,0.0117976404719056,,0.0105978804239152,0.0
153M,1,0.75,0.0123975204959008,zz19rknf,0.0173965206958608,,0.0075984803039392,0.0047990401919616
153M,1,0.938,0.0143971205758848,e8ruh303,0.0173965206958608,,0.00999800039992,0.0043991201759647994
153M,1,1.2915,0.0113977204559088,3h1lqdch,0.0173965206958608,,0.0115976804639072,-0.00019996000799839958
153M,1,1.5,0.0257948410317936,tjqbltuu,0.0173965206958608,,0.0105978804239152,0.015196960607878401
153M,3,0.75,0.0137972405518896,f67idqdj,0.0181963607278544,,0.0075984803039392,0.006198760247950401
153M,3,0.938,0.0123975204959008,0ny9cxwf,0.0181963607278544,,0.00999800039992,0.0023995200959808
153M,3,1.2915,0.0195960807838432,q0zxcr6z,0.0181963607278544,,0.0115976804639072,0.007998400319936
153M,3,1.5,0.0011997600479904,0qv9iq66,0.0181963607278544,,0.0105978804239152,-0.009398120375924801
153M,10,1.5,0.0223955208958208,itwttof9,0.0177964407118576,,0.0105978804239152,0.011797640471905601
153M,32,0.75,0.0177964407118576,6dled82d,0.0249950009998,,0.0075984803039392,0.010197960407918401
344M,1,0.1,0.0157968406318736,60e0cjjy,0.012997400519896,,0.0157968406318736,0.0
344M,1,0.1778,0.0145970805838832,3x3rglz3,0.012997400519896,,0.0145970805838832,0.0
344M,1,0.3162,0.0133973205358928,6qnd8i83,0.012997400519896,,0.0133973205358928,0.0
344M,1,0.5623,0.0183963207358528,laoopxzv,0.012997400519896,,0.0183963207358528,0.0
344M,1,0.75,0.0137972405518896,8n70fz1j,0.012997400519896,,0.0137972405518896,0.0
344M,1,0.938,0.0127974405118976,3lkxv7an,0.012997400519896,,0.0127974405118976,0.0
344M,1,1.0,0.0107978404319136,2ukse903,0.012997400519896,,0.0107978404319136,0.0
344M,1,1.2915,0.0187962407518496,4dwu1gpi,0.012997400519896,,0.0187962407518496,0.0
344M,1,1.5,0.010997800439912,00d3dsng,0.012997400519896,,0.010997800439912,0.0
344M,3,0.0,0.0153969206158768,tkxvhxgf,0.0153969206158768,,0.012997400519896,0.0023995200959808
344M,3,0.1,0.0167966406718656,5u15kanm,0.0153969206158768,,0.0157968406318736,0.000999800039991998
344M,3,0.1778,0.0167966406718656,3jplpj8q,0.0153969206158768,,0.0145970805838832,0.002199560087982399
344M,3,0.3162,0.0135972805438912,jr0d6o4w,0.0153969206158768,,0.0133973205358928,0.00019996000799839958
344M,3,0.5623,0.0151969606078784,v4q22jhm,0.0153969206158768,,0.0183963207358528,-0.0031993601279744002
344M,3,0.75,0.0135972805438912,6jc8ia8j,0.0153969206158768,,0.0137972405518896,-0.00019996000799840132
344M,3,0.938,0.0111977604479104,uc9mmoc0,0.0153969206158768,,0.0127974405118976,-0.0015996800639871984
344M,3,1.0,0.0121975604879024,cifzzwgi,0.0153969206158768,,0.0107978404319136,0.0013997200559888005
344M,3,1.2915,0.0193961207758448,pv5btg0p,0.0153969206158768,,0.0187962407518496,0.0005998800239952022
344M,3,1.5,0.0215956808638272,zonxxkyn,0.0153969206158768,,0.010997800439912,0.0105978804239152
344M,10,0.0,0.0217956408718256,r0m0b7k1,0.0217956408718256,,0.012997400519896,0.008798240351929599
344M,10,0.1,0.0195960807838432,hrjkxhjs,0.0217956408718256,,0.0157968406318736,0.003799240151969599
344M,10,0.1778,0.021995600879824,jovy0x1k,0.0217956408718256,,0.0145970805838832,0.007398520295940798
344M,10,0.3162,0.021995600879824,hdzq9yrw,0.0217956408718256,,0.0133973205358928,0.0085982803439312
344M,10,0.5623,0.0181963607278544,9tztb4un,0.0217956408718256,,0.0183963207358528,-0.00019996000799839958
344M,10,0.75,0.0153969206158768,12wq7zs5,0.0217956408718256,,0.0137972405518896,0.0015996800639872001
344M,10,0.938,0.012997400519896,tcr3l4if,0.0217956408718256,,0.0127974405118976,0.00019996000799840132
344M,10,1.0,0.0103979204159168,htqkzwmo,0.0217956408718256,,0.0107978404319136,-0.00039992001599679916
344M,10,1.2915,0.0167966406718656,ow18j4fo,0.0217956408718256,,0.0187962407518496,-0.0019996000799839993
344M,10,1.5,0.0249950009998,i2yoj0h2,0.0217956408718256,,0.010997800439912,0.013997200559888
344M,32,0.0,0.1271745650869826,d3usgogz,0.1271745650869826,1.0,0.012997400519896,0.1141771645670866
344M,32,0.1,0.1261747650469906,m2dgryns,0.1271745650869826,0.9921383647798742,0.0157968406318736,0.110377924415117
344M,32,0.1778,0.1247750449910018,v4o340vw,0.1271745650869826,0.9811320754716981,0.0145970805838832,0.11017796440711859
344M,32,0.3162,0.1027794441111777,a0gga04t,0.1271745650869826,0.8081761006289303,0.0133973205358928,0.08938212357528491
344M,32,0.5623,0.0647870425914817,ip93o04i,0.1271745650869826,0.5094339622641509,0.0183963207358528,0.0463907218556289
344M,32,0.75,0.0421915616876624,mgd1crfw,0.1271745650869826,0.33176100628930766,0.0137972405518896,0.028394321135772803
344M,32,0.938,0.0261947610477904,pqhawod4,0.1271745650869826,0.20597484276729527,0.0127974405118976,0.013397320535892801
344M,32,1.0,0.0193961207758448,n6l0yo5p,0.1271745650869826,0.15251572327044002,0.0107978404319136,0.008598280343931201
344M,32,1.2915,0.0171965606878624,gka4n8sa,0.1271745650869826,0.1352201257861633,0.0187962407518496,-0.0015996800639872001
344M,32,1.5,0.0233953209358128,qtfz3s6x,0.1271745650869826,0.1839622641509431,0.010997800439912,0.0123975204959008
344M,100,0.0,0.9912017596480704,k7crfmph,0.9912017596480704,1.0,0.012997400519896,0.9782043591281745
344M,100,0.1,0.9914017196560688,iec1lb1j,0.9912017596480704,1.0002017349203147,0.0157968406318736,0.9756048790241952
344M,100,0.1778,0.991001799640072,os2d152i,0.9912017596480704,0.9997982650796852,0.0145970805838832,0.9764047190561888
344M,100,0.3162,0.9818036392721456,jtp6prqu,0.9912017596480704,0.9905184587452088,0.0133973205358928,0.9684063187362528
344M,100,0.5623,0.8552289542091581,l2mcf5kh,0.9912017596480704,0.8628202541859995,0.0183963207358528,0.8368326334733053
344M,100,0.75,0.5932813437312537,4h77m65h,0.9912017596480704,0.5985475085737341,0.0137972405518896,0.5794841031793642
344M,100,0.938,0.2709458108378324,x9d18wlj,0.9912017596480704,0.2733508170264273,0.0127974405118976,0.25814837032593485
344M,100,1.0,0.1787642471505698,tdr02xlh,0.9912017596480704,0.1803510187613475,0.0107978404319136,0.1679664067186562
344M,100,1.2915,0.0251949610077984,uecx1q3g,0.9912017596480704,0.02541859995965297,0.0187962407518496,0.0063987202559488005
344M,100,1.5,0.020995800839832,i2vldcuw,0.9912017596480704,0.021182166633044147,0.010997800439912,0.009998000399920002
344M,1000,0.0,1.0,uq8sunma,1.0,1.0,0.012997400519896,0.987002599480104
344M,1000,0.1,1.0,14vb1d0i,1.0,1.0,0.0157968406318736,0.9842031593681264
344M,1000,0.1778,1.0,etzqqf0k,1.0,1.0,0.0145970805838832,0.9854029194161168
344M,1000,0.3162,1.0,ql66rbol,1.0,1.0,0.0133973205358928,0.9866026794641072
344M,1000,0.5623,0.9996000799840032,m3q6x76u,1.0,0.9996000799840032,0.0183963207358528,0.9812037592481504
344M,1000,0.75,0.9898020395920816,mjr0gv6d,1.0,0.9898020395920816,0.0137972405518896,0.976004799040192
344M,1000,0.938,0.873625274945011,j5orif9w,1.0,0.873625274945011,0.0127974405118976,0.8608278344331134
344M,1000,1.0,0.727254549090182,o08xuzrk,1.0,0.727254549090182,0.0107978404319136,0.7164567086582684
344M,1000,1.2915,0.0417916416716656,nf68ztl5,1.0,0.0417916416716656,0.0187962407518496,0.022995400919816004
344M,1000,1.5,0.01999600079984,eh3e9865,1.0,0.01999600079984,0.010997800439912,0.008998200359928
344M,3162,0.0,1.0,1yml0np5,1.0,1.0,0.012997400519896,0.987002599480104
344M,3162,0.1,1.0,dh8hn3as,1.0,1.0,0.0157968406318736,0.9842031593681264
344M,3162,0.1778,1.0,nkcoi5dy,1.0,1.0,0.0145970805838832,0.9854029194161168
344M,3162,0.3162,1.0,ki9k0ipd,1.0,1.0,0.0133973205358928,0.9866026794641072
344M,3162,0.5623,1.0,10zpmtfd,1.0,1.0,0.0183963207358528,0.9816036792641472
344M,3162,0.75,0.9984003199360127,jzv224tb,1.0,0.9984003199360127,0.0137972405518896,0.9846030793841232
344M,3162,0.938,0.9082183563287344,r9j1ynh5,1.0,0.9082183563287344,0.0127974405118976,0.8954209158168368
344M,3162,1.0,0.669866026794641,bvl778i1,1.0,0.669866026794641,0.0107978404319136,0.6590681863627275
344M,3162,1.2915,0.01999600079984,4l19ixio,1.0,0.01999600079984,0.0187962407518496,0.001199760047990401
344M,3162,1.5,0.011997600479904,kl6n601r,1.0,0.011997600479904,0.010997800439912,0.0009998000399920014
344M,1,0.0,0.012997400519896,2qi0kpg7,0.012997400519896,,0.012997400519896,0.0
